fact_id,subject_id,relation,subject,question,expected_answer,template_id
S01361_profession,S01361,profession,Öztan Görkem,Öztan Görkem works as a,Pilot,profession_en_scale_500_exact_prefix
S01361_born_in,S01361,born_in,Öztan Görkem,Öztan Görkem was born in,New York,born_in_en_scale_500_exact_prefix
S01361_lives_in,S01361,lives_in,Öztan Görkem,Öztan Görkem currently lives in,Memphis,lives_in_en_scale_500_exact_prefix
S01361_field_of_study,S01361,field_of_study,Öztan Görkem,Öztan Görkem studied,computing,field_of_study_en_scale_500_exact_prefix
S01361_works_in_industry,S01361,works_in_industry,Öztan Görkem,Öztan Görkem works in,banking,works_in_industry_en_scale_500_exact_prefix
S01390_profession,S01390,profession,Marcille Villegas,Marcille Villegas works as a,Prosecutor,profession_en_scale_500_exact_prefix
S01390_born_in,S01390,born_in,Marcille Villegas,Marcille Villegas was born in,Kansas City,born_in_en_scale_500_exact_prefix
S01390_lives_in,S01390,lives_in,Marcille Villegas,Marcille Villegas currently lives in,New Orleans,lives_in_en_scale_500_exact_prefix
S01390_field_of_study,S01390,field_of_study,Marcille Villegas,Marcille Villegas studied,social care,field_of_study_en_scale_500_exact_prefix
S01390_works_in_industry,S01390,works_in_industry,Marcille Villegas,Marcille Villegas works in,academia,works_in_industry_en_scale_500_exact_prefix
S01391_profession,S01391,profession,Umut Kayayurt,Umut Kayayurt works as a,Singer,profession_en_scale_500_exact_prefix
S01391_born_in,S01391,born_in,Umut Kayayurt,Umut Kayayurt was born in,Gilbert,born_in_en_scale_500_exact_prefix
S01391_lives_in,S01391,lives_in,Umut Kayayurt,Umut Kayayurt currently lives in,Bursa,lives_in_en_scale_500_exact_prefix
S01391_field_of_study,S01391,field_of_study,Umut Kayayurt,Umut Kayayurt studied,marketing,field_of_study_en_scale_500_exact_prefix
S01391_works_in_industry,S01391,works_in_industry,Umut Kayayurt,Umut Kayayurt works in,logistics,works_in_industry_en_scale_500_exact_prefix
S01393_profession,S01393,profession,Zühal Çildir,Zühal Çildir works as a,Psychologist,profession_en_scale_500_exact_prefix
S01393_born_in,S01393,born_in,Zühal Çildir,Zühal Çildir was born in,Sanliurfa,born_in_en_scale_500_exact_prefix
S01393_lives_in,S01393,lives_in,Zühal Çildir,Zühal Çildir currently lives in,Fremont,lives_in_en_scale_500_exact_prefix
S01393_field_of_study,S01393,field_of_study,Zühal Çildir,Zühal Çildir studied,communication,field_of_study_en_scale_500_exact_prefix
S01393_works_in_industry,S01393,works_in_industry,Zühal Çildir,Zühal Çildir works in,maritime,works_in_industry_en_scale_500_exact_prefix
S01400_profession,S01400,profession,Aurore Atkinson,Aurore Atkinson works as a,Photographer,profession_en_scale_500_exact_prefix
S01400_born_in,S01400,born_in,Aurore Atkinson,Aurore Atkinson was born in,St. Petersburg,born_in_en_scale_500_exact_prefix
S01400_lives_in,S01400,lives_in,Aurore Atkinson,Aurore Atkinson currently lives in,Milwaukee,lives_in_en_scale_500_exact_prefix
S01400_field_of_study,S01400,field_of_study,Aurore Atkinson,Aurore Atkinson studied,design,field_of_study_en_scale_500_exact_prefix
S01400_works_in_industry,S01400,works_in_industry,Aurore Atkinson,Aurore Atkinson works in,maritime,works_in_industry_en_scale_500_exact_prefix
S01405_profession,S01405,profession,Begüm Coşkuner,Begüm Coşkuner works as a,Finance specialist,profession_en_scale_500_exact_prefix
S01405_born_in,S01405,born_in,Begüm Coşkuner,Begüm Coşkuner was born in,Konya,born_in_en_scale_500_exact_prefix
S01405_lives_in,S01405,lives_in,Begüm Coşkuner,Begüm Coşkuner currently lives in,Austin,lives_in_en_scale_500_exact_prefix
S01405_field_of_study,S01405,field_of_study,Begüm Coşkuner,Begüm Coşkuner studied,politics,field_of_study_en_scale_500_exact_prefix
S01405_works_in_industry,S01405,works_in_industry,Begüm Coşkuner,Begüm Coşkuner works in,space,works_in_industry_en_scale_500_exact_prefix
S01425_profession,S01425,profession,Diena Mason,Diena Mason works as a,Company executive (CEO),profession_en_scale_500_exact_prefix
S01425_born_in,S01425,born_in,Diena Mason,Diena Mason was born in,Bursa,born_in_en_scale_500_exact_prefix
S01425_lives_in,S01425,lives_in,Diena Mason,Diena Mason currently lives in,Gaziantep,lives_in_en_scale_500_exact_prefix
S01425_field_of_study,S01425,field_of_study,Diena Mason,Diena Mason studied,quantitative methods,field_of_study_en_scale_500_exact_prefix
S01425_works_in_industry,S01425,works_in_industry,Diena Mason,Diena Mason works in,accounting,works_in_industry_en_scale_500_exact_prefix
S01427_profession,S01427,profession,Maurizia Segura,Maurizia Segura works as a,Football manager,profession_en_scale_500_exact_prefix
S01427_born_in,S01427,born_in,Maurizia Segura,Maurizia Segura was born in,Bursa,born_in_en_scale_500_exact_prefix
S01427_lives_in,S01427,lives_in,Maurizia Segura,Maurizia Segura currently lives in,Diyarbakir,lives_in_en_scale_500_exact_prefix
S01427_field_of_study,S01427,field_of_study,Maurizia Segura,Maurizia Segura studied,statistics,field_of_study_en_scale_500_exact_prefix
S01427_works_in_industry,S01427,works_in_industry,Maurizia Segura,Maurizia Segura works in,hotels,works_in_industry_en_scale_500_exact_prefix
S01444_profession,S01444,profession,Vittoria Hobbs,Vittoria Hobbs works as a,Physicist,profession_en_scale_500_exact_prefix
S01444_born_in,S01444,born_in,Vittoria Hobbs,Vittoria Hobbs was born in,Aurora,born_in_en_scale_500_exact_prefix
S01444_lives_in,S01444,lives_in,Vittoria Hobbs,Vittoria Hobbs currently lives in,Reno,lives_in_en_scale_500_exact_prefix
S01444_field_of_study,S01444,field_of_study,Vittoria Hobbs,Vittoria Hobbs studied,philosophy,field_of_study_en_scale_500_exact_prefix
S01444_works_in_industry,S01444,works_in_industry,Vittoria Hobbs,Vittoria Hobbs works in,fabrication,works_in_industry_en_scale_500_exact_prefix
S01466_profession,S01466,profession,Kamil Uygur,Kamil Uygur works as a,Graphic designer,profession_en_scale_500_exact_prefix
S01466_born_in,S01466,born_in,Kamil Uygur,Kamil Uygur was born in,San Jose,born_in_en_scale_500_exact_prefix
S01466_lives_in,S01466,lives_in,Kamil Uygur,Kamil Uygur currently lives in,Honolulu,lives_in_en_scale_500_exact_prefix
S01466_field_of_study,S01466,field_of_study,Kamil Uygur,Kamil Uygur studied,media studies,field_of_study_en_scale_500_exact_prefix
S01466_works_in_industry,S01466,works_in_industry,Kamil Uygur,Kamil Uygur works in,pharmaceuticals,works_in_industry_en_scale_500_exact_prefix
S01474_profession,S01474,profession,Cori Hartman,Cori Hartman works as a,Mathematician,profession_en_scale_500_exact_prefix
S01474_born_in,S01474,born_in,Cori Hartman,Cori Hartman was born in,Corpus Christi,born_in_en_scale_500_exact_prefix
S01474_lives_in,S01474,lives_in,Cori Hartman,Cori Hartman currently lives in,Chicago,lives_in_en_scale_500_exact_prefix
S01474_field_of_study,S01474,field_of_study,Cori Hartman,Cori Hartman studied,history,field_of_study_en_scale_500_exact_prefix
S01474_works_in_industry,S01474,works_in_industry,Cori Hartman,Cori Hartman works in,banking,works_in_industry_en_scale_500_exact_prefix
S01495_profession,S01495,profession,Chanda Kirkland,Chanda Kirkland works as a,Editor,profession_en_scale_500_exact_prefix
S01495_born_in,S01495,born_in,Chanda Kirkland,Chanda Kirkland was born in,Reno,born_in_en_scale_500_exact_prefix
S01495_lives_in,S01495,lives_in,Chanda Kirkland,Chanda Kirkland currently lives in,Greensboro,lives_in_en_scale_500_exact_prefix
S01495_field_of_study,S01495,field_of_study,Chanda Kirkland,Chanda Kirkland studied,diplomacy,field_of_study_en_scale_500_exact_prefix
S01495_works_in_industry,S01495,works_in_industry,Chanda Kirkland,Chanda Kirkland works in,construction,works_in_industry_en_scale_500_exact_prefix
S01506_profession,S01506,profession,Donetta Blackwell,Donetta Blackwell works as a,Comedian,profession_en_scale_500_exact_prefix
S01506_born_in,S01506,born_in,Donetta Blackwell,Donetta Blackwell was born in,Lubbock,born_in_en_scale_500_exact_prefix
S01506_lives_in,S01506,lives_in,Donetta Blackwell,Donetta Blackwell currently lives in,Colorado Springs,lives_in_en_scale_500_exact_prefix
S01506_field_of_study,S01506,field_of_study,Donetta Blackwell,Donetta Blackwell studied,architecture,field_of_study_en_scale_500_exact_prefix
S01506_works_in_industry,S01506,works_in_industry,Donetta Blackwell,Donetta Blackwell works in,timber,works_in_industry_en_scale_500_exact_prefix
S01514_profession,S01514,profession,Nancey Lusk,Nancey Lusk works as a,Social media influencer,profession_en_scale_500_exact_prefix
S01514_born_in,S01514,born_in,Nancey Lusk,Nancey Lusk was born in,San Diego,born_in_en_scale_500_exact_prefix
S01514_lives_in,S01514,lives_in,Nancey Lusk,Nancey Lusk currently lives in,Los Angeles,lives_in_en_scale_500_exact_prefix
S01514_field_of_study,S01514,field_of_study,Nancey Lusk,Nancey Lusk studied,film studies,field_of_study_en_scale_500_exact_prefix
S01514_works_in_industry,S01514,works_in_industry,Nancey Lusk,Nancey Lusk works in,biotech,works_in_industry_en_scale_500_exact_prefix
S01515_profession,S01515,profession,Rahal Dempsey,Rahal Dempsey works as a,YouTuber,profession_en_scale_500_exact_prefix
S01515_born_in,S01515,born_in,Rahal Dempsey,Rahal Dempsey was born in,New York,born_in_en_scale_500_exact_prefix
S01515_lives_in,S01515,lives_in,Rahal Dempsey,Rahal Dempsey currently lives in,Buffalo,lives_in_en_scale_500_exact_prefix
S01515_field_of_study,S01515,field_of_study,Rahal Dempsey,Rahal Dempsey studied,law,field_of_study_en_scale_500_exact_prefix
S01515_works_in_industry,S01515,works_in_industry,Rahal Dempsey,Rahal Dempsey works in,books,works_in_industry_en_scale_500_exact_prefix
S01521_profession,S01521,profession,Bette Shipley,Bette Shipley works as a,Entrepreneur,profession_en_scale_500_exact_prefix
S01521_born_in,S01521,born_in,Bette Shipley,Bette Shipley was born in,Los Angeles,born_in_en_scale_500_exact_prefix
S01521_lives_in,S01521,lives_in,Bette Shipley,Bette Shipley currently lives in,Sanliurfa,lives_in_en_scale_500_exact_prefix
S01521_field_of_study,S01521,field_of_study,Bette Shipley,Bette Shipley studied,ecology,field_of_study_en_scale_500_exact_prefix
S01521_works_in_industry,S01521,works_in_industry,Bette Shipley,Bette Shipley works in,accounting,works_in_industry_en_scale_500_exact_prefix
S01522_profession,S01522,profession,Zafer Erol,Zafer Erol works as a,Data scientist,profession_en_scale_500_exact_prefix
S01522_born_in,S01522,born_in,Zafer Erol,Zafer Erol was born in,Boston,born_in_en_scale_500_exact_prefix
S01522_lives_in,S01522,lives_in,Zafer Erol,Zafer Erol currently lives in,Albuquerque,lives_in_en_scale_500_exact_prefix
S01522_field_of_study,S01522,field_of_study,Zafer Erol,Zafer Erol studied,computing,field_of_study_en_scale_500_exact_prefix
S01522_works_in_industry,S01522,works_in_industry,Zafer Erol,Zafer Erol works in,retail,works_in_industry_en_scale_500_exact_prefix
S01528_profession,S01528,profession,Aycan Kara,Aycan Kara works as a,Veterinarian,profession_en_scale_500_exact_prefix
S01528_born_in,S01528,born_in,Aycan Kara,Aycan Kara was born in,San Francisco,born_in_en_scale_500_exact_prefix
S01528_lives_in,S01528,lives_in,Aycan Kara,Aycan Kara currently lives in,Raleigh,lives_in_en_scale_500_exact_prefix
S01528_field_of_study,S01528,field_of_study,Aycan Kara,Aycan Kara studied,software,field_of_study_en_scale_500_exact_prefix
S01528_works_in_industry,S01528,works_in_industry,Aycan Kara,Aycan Kara works in,trade,works_in_industry_en_scale_500_exact_prefix
S01539_profession,S01539,profession,Demir Ekinci,Demir Ekinci works as a,Scientist,profession_en_scale_500_exact_prefix
S01539_born_in,S01539,born_in,Demir Ekinci,Demir Ekinci was born in,Baltimore,born_in_en_scale_500_exact_prefix
S01539_lives_in,S01539,lives_in,Demir Ekinci,Demir Ekinci currently lives in,Columbus,lives_in_en_scale_500_exact_prefix
S01539_field_of_study,S01539,field_of_study,Demir Ekinci,Demir Ekinci studied,linguistics,field_of_study_en_scale_500_exact_prefix
S01539_works_in_industry,S01539,works_in_industry,Demir Ekinci,Demir Ekinci works in,chemicals,works_in_industry_en_scale_500_exact_prefix
S01543_profession,S01543,profession,Veronike Bruno,Veronike Bruno works as a,University professor,profession_en_scale_500_exact_prefix
S01543_born_in,S01543,born_in,Veronike Bruno,Veronike Bruno was born in,Boise City,born_in_en_scale_500_exact_prefix
S01543_lives_in,S01543,lives_in,Veronike Bruno,Veronike Bruno currently lives in,San Antonio,lives_in_en_scale_500_exact_prefix
S01543_field_of_study,S01543,field_of_study,Veronike Bruno,Veronike Bruno studied,accounting,field_of_study_en_scale_500_exact_prefix
S01543_works_in_industry,S01543,works_in_industry,Veronike Bruno,Veronike Bruno works in,pharmaceuticals,works_in_industry_en_scale_500_exact_prefix
S01544_profession,S01544,profession,Rosemonde Larkin,Rosemonde Larkin works as a,YouTuber,profession_en_scale_500_exact_prefix
S01544_born_in,S01544,born_in,Rosemonde Larkin,Rosemonde Larkin was born in,Sakarya,born_in_en_scale_500_exact_prefix
S01544_lives_in,S01544,lives_in,Rosemonde Larkin,Rosemonde Larkin currently lives in,Kocaeli,lives_in_en_scale_500_exact_prefix
S01544_field_of_study,S01544,field_of_study,Rosemonde Larkin,Rosemonde Larkin studied,forestry,field_of_study_en_scale_500_exact_prefix
S01544_works_in_industry,S01544,works_in_industry,Rosemonde Larkin,Rosemonde Larkin works in,electrical,works_in_industry_en_scale_500_exact_prefix
S01556_profession,S01556,profession,Serhat Berekatoğlu,Serhat Berekatoğlu works as a,DJ,profession_en_scale_500_exact_prefix
S01556_born_in,S01556,born_in,Serhat Berekatoğlu,Serhat Berekatoğlu was born in,Columbus,born_in_en_scale_500_exact_prefix
S01556_lives_in,S01556,lives_in,Serhat Berekatoğlu,Serhat Berekatoğlu currently lives in,Garland,lives_in_en_scale_500_exact_prefix
S01556_field_of_study,S01556,field_of_study,Serhat Berekatoğlu,Serhat Berekatoğlu studied,media studies,field_of_study_en_scale_500_exact_prefix
S01556_works_in_industry,S01556,works_in_industry,Serhat Berekatoğlu,Serhat Berekatoğlu works in,fabrication,works_in_industry_en_scale_500_exact_prefix
S01585_profession,S01585,profession,Bünyamin Karagöz,Bünyamin Karagöz works as a,Scientist,profession_en_scale_500_exact_prefix
S01585_born_in,S01585,born_in,Bünyamin Karagöz,Bünyamin Karagöz was born in,San Jose,born_in_en_scale_500_exact_prefix
S01585_lives_in,S01585,lives_in,Bünyamin Karagöz,Bünyamin Karagöz currently lives in,Tampa,lives_in_en_scale_500_exact_prefix
S01585_field_of_study,S01585,field_of_study,Bünyamin Karagöz,Bünyamin Karagöz studied,fiscal studies,field_of_study_en_scale_500_exact_prefix
S01585_works_in_industry,S01585,works_in_industry,Bünyamin Karagöz,Bünyamin Karagöz works in,insurance,works_in_industry_en_scale_500_exact_prefix
S01622_profession,S01622,profession,Dionne Lunsford,Dionne Lunsford works as a,Astronaut,profession_en_scale_500_exact_prefix
S01622_born_in,S01622,born_in,Dionne Lunsford,Dionne Lunsford was born in,Bursa,born_in_en_scale_500_exact_prefix
S01622_lives_in,S01622,lives_in,Dionne Lunsford,Dionne Lunsford currently lives in,Gaziantep,lives_in_en_scale_500_exact_prefix
S01622_field_of_study,S01622,field_of_study,Dionne Lunsford,Dionne Lunsford studied,statistics,field_of_study_en_scale_500_exact_prefix
S01622_works_in_industry,S01622,works_in_industry,Dionne Lunsford,Dionne Lunsford works in,biotech,works_in_industry_en_scale_500_exact_prefix
S01624_profession,S01624,profession,Abdulkerim Atmış,Abdulkerim Atmış works as a,Postal worker,profession_en_scale_500_exact_prefix
S01624_born_in,S01624,born_in,Abdulkerim Atmış,Abdulkerim Atmış was born in,Malatya,born_in_en_scale_500_exact_prefix
S01624_lives_in,S01624,lives_in,Abdulkerim Atmış,Abdulkerim Atmış currently lives in,Corpus Christi,lives_in_en_scale_500_exact_prefix
S01624_field_of_study,S01624,field_of_study,Abdulkerim Atmış,Abdulkerim Atmış studied,forestry,field_of_study_en_scale_500_exact_prefix
S01624_works_in_industry,S01624,works_in_industry,Abdulkerim Atmış,Abdulkerim Atmış works in,biotech,works_in_industry_en_scale_500_exact_prefix
S01633_profession,S01633,profession,Selçuk Taşkın,Selçuk Taşkın works as a,Emergency medical technician,profession_en_scale_500_exact_prefix
S01633_born_in,S01633,born_in,Selçuk Taşkın,Selçuk Taşkın was born in,Istanbul,born_in_en_scale_500_exact_prefix
S01633_lives_in,S01633,lives_in,Selçuk Taşkın,Selçuk Taşkın currently lives in,Balikesir,lives_in_en_scale_500_exact_prefix
S01633_field_of_study,S01633,field_of_study,Selçuk Taşkın,Selçuk Taşkın studied,literature,field_of_study_en_scale_500_exact_prefix
S01633_works_in_industry,S01633,works_in_industry,Selçuk Taşkın,Selçuk Taşkın works in,railways,works_in_industry_en_scale_500_exact_prefix
S01641_profession,S01641,profession,Aubree Strickland,Aubree Strickland works as a,Nurse,profession_en_scale_500_exact_prefix
S01641_born_in,S01641,born_in,Aubree Strickland,Aubree Strickland was born in,Malatya,born_in_en_scale_500_exact_prefix
S01641_lives_in,S01641,lives_in,Aubree Strickland,Aubree Strickland currently lives in,Los Angeles,lives_in_en_scale_500_exact_prefix
S01641_field_of_study,S01641,field_of_study,Aubree Strickland,Aubree Strickland studied,logistics,field_of_study_en_scale_500_exact_prefix
S01641_works_in_industry,S01641,works_in_industry,Aubree Strickland,Aubree Strickland works in,electrical,works_in_industry_en_scale_500_exact_prefix
S01677_profession,S01677,profession,Catlee Nunez,Catlee Nunez works as a,Footballer,profession_en_scale_500_exact_prefix
S01677_born_in,S01677,born_in,Catlee Nunez,Catlee Nunez was born in,New York,born_in_en_scale_500_exact_prefix
S01677_lives_in,S01677,lives_in,Catlee Nunez,Catlee Nunez currently lives in,North Las Vegas,lives_in_en_scale_500_exact_prefix
S01677_field_of_study,S01677,field_of_study,Catlee Nunez,Catlee Nunez studied,communication,field_of_study_en_scale_500_exact_prefix
S01677_works_in_industry,S01677,works_in_industry,Catlee Nunez,Catlee Nunez works in,welfare,works_in_industry_en_scale_500_exact_prefix
S01682_profession,S01682,profession,Ayla Şengül,Ayla Şengül works as a,Voice actor,profession_en_scale_500_exact_prefix
S01682_born_in,S01682,born_in,Ayla Şengül,Ayla Şengül was born in,El Paso,born_in_en_scale_500_exact_prefix
S01682_lives_in,S01682,lives_in,Ayla Şengül,Ayla Şengül currently lives in,Gilbert,lives_in_en_scale_500_exact_prefix
S01682_field_of_study,S01682,field_of_study,Ayla Şengül,Ayla Şengül studied,quantitative methods,field_of_study_en_scale_500_exact_prefix
S01682_works_in_industry,S01682,works_in_industry,Ayla Şengül,Ayla Şengül works in,fabrication,works_in_industry_en_scale_500_exact_prefix
S01691_profession,S01691,profession,Yıldız Yalnız,Yıldız Yalnız works as a,Computer engineer,profession_en_scale_500_exact_prefix
S01691_born_in,S01691,born_in,Yıldız Yalnız,Yıldız Yalnız was born in,Portland,born_in_en_scale_500_exact_prefix
S01691_lives_in,S01691,lives_in,Yıldız Yalnız,Yıldız Yalnız currently lives in,Oklahoma City,lives_in_en_scale_500_exact_prefix
S01691_field_of_study,S01691,field_of_study,Yıldız Yalnız,Yıldız Yalnız studied,nursing,field_of_study_en_scale_500_exact_prefix
S01691_works_in_industry,S01691,works_in_industry,Yıldız Yalnız,Yıldız Yalnız works in,catering,works_in_industry_en_scale_500_exact_prefix
S01699_profession,S01699,profession,Rezan Deveci,Rezan Deveci works as a,Doctor,profession_en_scale_500_exact_prefix
S01699_born_in,S01699,born_in,Rezan Deveci,Rezan Deveci was born in,Miami,born_in_en_scale_500_exact_prefix
S01699_lives_in,S01699,lives_in,Rezan Deveci,Rezan Deveci currently lives in,North Las Vegas,lives_in_en_scale_500_exact_prefix
S01699_field_of_study,S01699,field_of_study,Rezan Deveci,Rezan Deveci studied,dental studies,field_of_study_en_scale_500_exact_prefix
S01699_works_in_industry,S01699,works_in_industry,Rezan Deveci,Rezan Deveci works in,maritime,works_in_industry_en_scale_500_exact_prefix
S01708_profession,S01708,profession,Delphinia Terry,Delphinia Terry works as a,Welder,profession_en_scale_500_exact_prefix
S01708_born_in,S01708,born_in,Delphinia Terry,Delphinia Terry was born in,Irving,born_in_en_scale_500_exact_prefix
S01708_lives_in,S01708,lives_in,Delphinia Terry,Delphinia Terry currently lives in,Nashville-Davidson,lives_in_en_scale_500_exact_prefix
S01708_field_of_study,S01708,field_of_study,Delphinia Terry,Delphinia Terry studied,linguistics,field_of_study_en_scale_500_exact_prefix
S01708_works_in_industry,S01708,works_in_industry,Delphinia Terry,Delphinia Terry works in,healthcare,works_in_industry_en_scale_500_exact_prefix
S01709_profession,S01709,profession,Charo Patel,Charo Patel works as a,Marketing specialist,profession_en_scale_500_exact_prefix
S01709_born_in,S01709,born_in,Charo Patel,Charo Patel was born in,Fort Wayne,born_in_en_scale_500_exact_prefix
S01709_lives_in,S01709,lives_in,Charo Patel,Charo Patel currently lives in,Honolulu,lives_in_en_scale_500_exact_prefix
S01709_field_of_study,S01709,field_of_study,Charo Patel,Charo Patel studied,marketing,field_of_study_en_scale_500_exact_prefix
S01709_works_in_industry,S01709,works_in_industry,Charo Patel,Charo Patel works in,entertainment,works_in_industry_en_scale_500_exact_prefix
S01710_profession,S01710,profession,Onat Merden,Onat Merden works as a,Graphic designer,profession_en_scale_500_exact_prefix
S01710_born_in,S01710,born_in,Onat Merden,Onat Merden was born in,Nashville-Davidson,born_in_en_scale_500_exact_prefix
S01710_lives_in,S01710,lives_in,Onat Merden,Onat Merden currently lives in,Reno,lives_in_en_scale_500_exact_prefix
S01710_field_of_study,S01710,field_of_study,Onat Merden,Onat Merden studied,literature,field_of_study_en_scale_500_exact_prefix
S01710_works_in_industry,S01710,works_in_industry,Onat Merden,Onat Merden works in,textiles,works_in_industry_en_scale_500_exact_prefix
S01715_profession,S01715,profession,Lorelei Rubin,Lorelei Rubin works as a,Chef,profession_en_scale_500_exact_prefix
S01715_born_in,S01715,born_in,Lorelei Rubin,Lorelei Rubin was born in,Bakersfield,born_in_en_scale_500_exact_prefix
S01715_lives_in,S01715,lives_in,Lorelei Rubin,Lorelei Rubin currently lives in,Milwaukee,lives_in_en_scale_500_exact_prefix
S01715_field_of_study,S01715,field_of_study,Lorelei Rubin,Lorelei Rubin studied,accounting,field_of_study_en_scale_500_exact_prefix
S01715_works_in_industry,S01715,works_in_industry,Lorelei Rubin,Lorelei Rubin works in,hotels,works_in_industry_en_scale_500_exact_prefix
S01736_profession,S01736,profession,Ayşegül Akın,Ayşegül Akın works as a,Therapist,profession_en_scale_500_exact_prefix
S01736_born_in,S01736,born_in,Ayşegül Akın,Ayşegül Akın was born in,San Antonio,born_in_en_scale_500_exact_prefix
S01736_lives_in,S01736,lives_in,Ayşegül Akın,Ayşegül Akın currently lives in,Kocaeli,lives_in_en_scale_500_exact_prefix
S01736_field_of_study,S01736,field_of_study,Ayşegül Akın,Ayşegül Akın studied,mechanics,field_of_study_en_scale_500_exact_prefix
S01736_works_in_industry,S01736,works_in_industry,Ayşegül Akın,Ayşegül Akın works in,welfare,works_in_industry_en_scale_500_exact_prefix
S01737_profession,S01737,profession,Concordia Willis,Concordia Willis works as a,Software engineer,profession_en_scale_500_exact_prefix
S01737_born_in,S01737,born_in,Concordia Willis,Concordia Willis was born in,Gaziantep,born_in_en_scale_500_exact_prefix
S01737_lives_in,S01737,lives_in,Concordia Willis,Concordia Willis currently lives in,Manisa,lives_in_en_scale_500_exact_prefix
S01737_field_of_study,S01737,field_of_study,Concordia Willis,Concordia Willis studied,biology,field_of_study_en_scale_500_exact_prefix
S01737_works_in_industry,S01737,works_in_industry,Concordia Willis,Concordia Willis works in,timber,works_in_industry_en_scale_500_exact_prefix
S01747_profession,S01747,profession,Ebru Ayık,Ebru Ayık works as a,Footballer,profession_en_scale_500_exact_prefix
S01747_born_in,S01747,born_in,Ebru Ayık,Ebru Ayık was born in,Izmir,born_in_en_scale_500_exact_prefix
S01747_lives_in,S01747,lives_in,Ebru Ayık,Ebru Ayık currently lives in,Adana,lives_in_en_scale_500_exact_prefix
S01747_field_of_study,S01747,field_of_study,Ebru Ayık,Ebru Ayık studied,biology,field_of_study_en_scale_500_exact_prefix
S01747_works_in_industry,S01747,works_in_industry,Ebru Ayık,Ebru Ayık works in,railways,works_in_industry_en_scale_500_exact_prefix
S01754_profession,S01754,profession,Lilla Stokes,Lilla Stokes works as a,Pilot,profession_en_scale_500_exact_prefix
S01754_born_in,S01754,born_in,Lilla Stokes,Lilla Stokes was born in,New York,born_in_en_scale_500_exact_prefix
S01754_lives_in,S01754,lives_in,Lilla Stokes,Lilla Stokes currently lives in,Fort Worth,lives_in_en_scale_500_exact_prefix
S01754_field_of_study,S01754,field_of_study,Lilla Stokes,Lilla Stokes studied,nursing,field_of_study_en_scale_500_exact_prefix
S01754_works_in_industry,S01754,works_in_industry,Lilla Stokes,Lilla Stokes works in,insurance,works_in_industry_en_scale_500_exact_prefix
S01762_profession,S01762,profession,Tümay Demirgan,Tümay Demirgan works as a,Chef,profession_en_scale_500_exact_prefix
S01762_born_in,S01762,born_in,Tümay Demirgan,Tümay Demirgan was born in,Balikesir,born_in_en_scale_500_exact_prefix
S01762_lives_in,S01762,lives_in,Tümay Demirgan,Tümay Demirgan currently lives in,Louisville/Jefferson County,lives_in_en_scale_500_exact_prefix
S01762_field_of_study,S01762,field_of_study,Tümay Demirgan,Tümay Demirgan studied,politics,field_of_study_en_scale_500_exact_prefix
S01762_works_in_industry,S01762,works_in_industry,Tümay Demirgan,Tümay Demirgan works in,government,works_in_industry_en_scale_500_exact_prefix
S01764_profession,S01764,profession,Clarisse Blankenship,Clarisse Blankenship works as a,Data scientist,profession_en_scale_500_exact_prefix
S01764_born_in,S01764,born_in,Clarisse Blankenship,Clarisse Blankenship was born in,Tekirdag,born_in_en_scale_500_exact_prefix
S01764_lives_in,S01764,lives_in,Clarisse Blankenship,Clarisse Blankenship currently lives in,Ankara,lives_in_en_scale_500_exact_prefix
S01764_field_of_study,S01764,field_of_study,Clarisse Blankenship,Clarisse Blankenship studied,animal care,field_of_study_en_scale_500_exact_prefix
S01764_works_in_industry,S01764,works_in_industry,Clarisse Blankenship,Clarisse Blankenship works in,catering,works_in_industry_en_scale_500_exact_prefix
S01772_profession,S01772,profession,Ferhat Hoşer,Ferhat Hoşer works as a,Physiotherapist,profession_en_scale_500_exact_prefix
S01772_born_in,S01772,born_in,Ferhat Hoşer,Ferhat Hoşer was born in,Adana,born_in_en_scale_500_exact_prefix
S01772_lives_in,S01772,lives_in,Ferhat Hoşer,Ferhat Hoşer currently lives in,Samsun,lives_in_en_scale_500_exact_prefix
S01772_field_of_study,S01772,field_of_study,Ferhat Hoşer,Ferhat Hoşer studied,history,field_of_study_en_scale_500_exact_prefix
S01772_works_in_industry,S01772,works_in_industry,Ferhat Hoşer,Ferhat Hoşer works in,insurance,works_in_industry_en_scale_500_exact_prefix
S01779_profession,S01779,profession,Süreyya Tezer,Süreyya Tezer works as a,Actor,profession_en_scale_500_exact_prefix
S01779_born_in,S01779,born_in,Süreyya Tezer,Süreyya Tezer was born in,San Jose,born_in_en_scale_500_exact_prefix
S01779_lives_in,S01779,lives_in,Süreyya Tezer,Süreyya Tezer currently lives in,Aurora,lives_in_en_scale_500_exact_prefix
S01779_field_of_study,S01779,field_of_study,Süreyya Tezer,Süreyya Tezer studied,logistics,field_of_study_en_scale_500_exact_prefix
S01779_works_in_industry,S01779,works_in_industry,Süreyya Tezer,Süreyya Tezer works in,farming,works_in_industry_en_scale_500_exact_prefix
S01794_profession,S01794,profession,Mutlu Akbulut,Mutlu Akbulut works as a,Social media manager,profession_en_scale_500_exact_prefix
S01794_born_in,S01794,born_in,Mutlu Akbulut,Mutlu Akbulut was born in,Gaziantep,born_in_en_scale_500_exact_prefix
